"Step","visionary-plant-6 - step_crash","visionary-plant-6 - step_crash__MIN","visionary-plant-6 - step_crash__MAX"
"37636","0","0","0"
"37643","0","0","0"
"37650","0","0","0"
"37657","0","0","0"
"37664","0","0","0"
"37671","0","0","0"
"37678","0","0","0"
"37685","0","0","0"
"37692","0","0","0"
"37699","0","0","0"
"37706","0","0","0"
"37713","0","0","0"
"37720","0","0","0"
"37727","0","0","0"
"37734","0","0","0"
"37741","0","0","0"
"37748","0","0","0"
"37755","0","0","0"
"37762","0","0","0"
"37769","1","1","1"
"37776","0","0","0"
"37783","0","0","0"
"37790","0","0","0"
"37797","0","0","0"
"37804","0","0","0"
"37811","0","0","0"
"37818","0","0","0"
"37825","0","0","0"
"37832","0","0","0"
"37839","0","0","0"
"37846","0","0","0"
"37853","0","0","0"
"37860","0","0","0"
"37867","0","0","0"
"37874","0","0","0"
"37881","0","0","0"
"37888","0","0","0"
"37895","0","0","0"
"37902","0","0","0"
"37909","0","0","0"
"37916","0","0","0"
"37923","0","0","0"
"37930","0","0","0"
"37937","0","0","0"
"37944","0","0","0"
"37951","0","0","0"
"37958","0","0","0"
"37965","0","0","0"
"37972","0","0","0"
"37979","0","0","0"
"37986","0","0","0"
"37993","0","0","0"
"38000","0","0","0"
"38007","0","0","0"
"38014","0","0","0"
"38021","0","0","0"
"38028","0","0","0"
"38035","0","0","0"
"38042","0","0","0"
"38049","0","0","0"
"38056","0","0","0"
"38063","0","0","0"
"38070","0","0","0"
"38077","1","1","1"
"38084","0","0","0"
"38091","0","0","0"
"38098","0","0","0"
"38105","0","0","0"
"38112","0","0","0"
"38119","0","0","0"
"38126","0","0","0"
"38133","0","0","0"
"38140","0","0","0"
"38147","0","0","0"
"38154","0","0","0"
"38161","0","0","0"
"38168","0","0","0"
"38175","0","0","0"
"38182","0","0","0"
"38189","0","0","0"
"38196","0","0","0"
"38203","0","0","0"
"38210","0","0","0"
"38217","0","0","0"
"38224","0","0","0"
"38231","0","0","0"
"38238","0","0","0"
"38245","0","0","0"
"38252","0","0","0"
"38259","0","0","0"
"38266","0","0","0"
"38273","0","0","0"
"38280","0","0","0"
"38287","0","0","0"
"38294","0","0","0"
"38301","0","0","0"
"38308","0","0","0"
"38315","0","0","0"
"38322","0","0","0"
"38329","0","0","0"
"38336","0","0","0"
"38343","0","0","0"
"38350","0","0","0"
"38357","0","0","0"
"38364","0","0","0"
"38371","0","0","0"
"38378","0","0","0"
"38385","0","0","0"
"38392","0","0","0"
"38399","0","0","0"
"38406","0","0","0"
"38413","0","0","0"
"38420","0","0","0"
"38427","0","0","0"
"38434","0","0","0"
"38441","0","0","0"
"38448","0","0","0"
"38455","0","0","0"
"38462","0","0","0"
"38469","1","1","1"
"38476","0","0","0"
"38483","0","0","0"
"38490","0","0","0"
"38497","0","0","0"
"38504","0","0","0"
"38511","0","0","0"
"38518","0","0","0"
"38525","0","0","0"
"38532","0","0","0"
"38539","0","0","0"
"38546","0","0","0"
"38553","0","0","0"
"38560","0","0","0"
"38567","0","0","0"
"38574","0","0","0"
"38581","0","0","0"
"38588","0","0","0"
"38595","0","0","0"
"38602","0","0","0"
"38609","0","0","0"
"38616","0","0","0"
"38623","1","1","1"
"38630","1","1","1"
"38637","0","0","0"
"38644","0","0","0"
"38651","0","0","0"
"38658","0","0","0"
"38665","0","0","0"
"38672","0","0","0"
"38679","0","0","0"
"38686","0","0","0"
"38693","0","0","0"
"38700","0","0","0"
"38707","0","0","0"
"38714","0","0","0"
"38729","0","0","0"
"38736","0","0","0"
"38743","0","0","0"
"38750","0","0","0"
"38757","0","0","0"
"38764","0","0","0"
"38771","0","0","0"
"38778","0","0","0"
"38785","0","0","0"
"38792","0","0","0"
"38799","0","0","0"
"38806","0","0","0"
"38813","0","0","0"
"38820","0","0","0"
"38827","1","1","1"
"38834","0","0","0"
"38841","0","0","0"
"38848","0","0","0"
"38855","0","0","0"
"38862","0","0","0"
"38869","0","0","0"
"38876","0","0","0"
"38883","0","0","0"
"38890","0","0","0"
"38897","0","0","0"
"38904","0","0","0"
"38911","0","0","0"
"38918","0","0","0"
"38925","0","0","0"
"38932","0","0","0"
"38939","0","0","0"
"38946","0","0","0"
"38953","0","0","0"
"38960","0","0","0"
"38967","0","0","0"
"38974","0","0","0"
"38981","0","0","0"
"38988","0","0","0"
"38995","0","0","0"
"39002","0","0","0"
"39009","0","0","0"
"39016","0","0","0"
"39023","0","0","0"
"39030","1","1","1"
"39037","0","0","0"
"39044","0","0","0"
"39051","0","0","0"
"39058","0","0","0"
"39065","0","0","0"
"39072","0","0","0"
"39079","0","0","0"
"39086","0","0","0"
"39093","0","0","0"
"39100","0","0","0"
"39107","0","0","0"
"39114","0","0","0"
"39121","0","0","0"
"39128","0","0","0"
"39135","0","0","0"
"39142","0","0","0"
"39149","0","0","0"
"39156","0","0","0"
"39163","0","0","0"
"39170","0","0","0"
"39177","0","0","0"
"39184","0","0","0"
"39191","0","0","0"
"39198","0","0","0"
"39205","0","0","0"
"39212","0","0","0"
"39219","0","0","0"
"39226","0","0","0"
"39233","0","0","0"
"39240","0","0","0"
"39247","0","0","0"
"39254","0","0","0"
"39261","0","0","0"
"39268","1","1","1"
"39275","0","0","0"
"39282","0","0","0"
"39289","1","1","1"
"39296","0","0","0"
"39303","0","0","0"
"39310","0","0","0"
"39317","0","0","0"
"39324","0","0","0"
"39331","0","0","0"
"39338","0","0","0"
"39345","0","0","0"
"39352","0","0","0"
"39359","0","0","0"
"39366","0","0","0"
"39373","0","0","0"
"39380","0","0","0"
"39387","0","0","0"
"39394","0","0","0"
"39401","0","0","0"
"39408","0","0","0"
"39415","0","0","0"
"39422","0","0","0"
"39429","0","0","0"
"39436","0","0","0"
"39443","0","0","0"
"39450","0","0","0"
"39457","0","0","0"
"39464","0","0","0"
"39471","0","0","0"
"39478","0","0","0"
"39485","1","1","1"
"39492","0","0","0"
"39499","0","0","0"
"39506","0","0","0"
"39513","0","0","0"
"39520","0","0","0"
"39527","0","0","0"
"39534","0","0","0"
"39541","0","0","0"
"39548","0","0","0"
"39555","0","0","0"
"39562","0","0","0"
"39569","0","0","0"
"39576","0","0","0"
"39583","0","0","0"
"39590","0","0","0"
"39597","0","0","0"
"39604","0","0","0"
"39611","0","0","0"
"39618","0","0","0"
"39625","0","0","0"
"39632","0","0","0"
"39639","0","0","0"
"39646","0","0","0"
"39653","0","0","0"
"39660","0","0","0"
"39667","1","1","1"
"39674","0","0","0"
"39681","0","0","0"
"39688","1","1","1"
"39695","0","0","0"
"39702","0","0","0"
"39709","0","0","0"
"39716","0","0","0"
"39723","0","0","0"
"39730","0","0","0"
"39737","0","0","0"
"39744","0","0","0"
"39751","0","0","0"
"39758","0","0","0"
"39765","0","0","0"
"39772","0","0","0"
"39779","0","0","0"
"39786","0","0","0"
"39801","0","0","0"
"39808","0","0","0"
"39815","0","0","0"
"39822","0","0","0"
"39833","0","0","0"
"39840","0","0","0"
"39847","0","0","0"
"39854","0","0","0"
"39861","0","0","0"
"39868","0","0","0"
"39875","0","0","0"
"39882","0","0","0"
"39889","0","0","0"
"39896","0","0","0"
"39903","0","0","0"
"39910","0","0","0"
"39917","0","0","0"
"39924","0","0","0"
"39931","0","0","0"
"39938","0","0","0"
"39945","0","0","0"
"39952","0","0","0"
"39959","0","0","0"
"39966","0","0","0"
"39973","2","2","2"
"39980","0","0","0"
"39987","0","0","0"
"39994","0","0","0"
"40001","0","0","0"
"40008","0","0","0"
"40015","0","0","0"
"40022","0","0","0"
"40029","0","0","0"
"40036","0","0","0"
"40043","0","0","0"
"40050","0","0","0"
"40057","0","0","0"
"40064","0","0","0"
"40071","0","0","0"
"40078","0","0","0"
"40085","0","0","0"
"40092","0","0","0"
"40099","0","0","0"
"40106","0","0","0"
"40113","0","0","0"
"40120","0","0","0"
"40127","0","0","0"
"40134","0","0","0"
"40141","0","0","0"
"40148","0","0","0"
"40155","0","0","0"
"40162","0","0","0"
"40169","0","0","0"
"40176","0","0","0"
"40183","0","0","0"
"40190","0","0","0"
"40197","0","0","0"
"40204","0","0","0"
"40211","0","0","0"
"40218","0","0","0"
"40225","0","0","0"
"40232","0","0","0"
"40239","0","0","0"
"40246","0","0","0"
"40253","0","0","0"
"40260","0","0","0"
"40267","1","1","1"
"40274","0","0","0"
"40281","0","0","0"
"40288","0","0","0"
"40295","0","0","0"
"40302","0","0","0"
"40309","0","0","0"
"40316","0","0","0"
"40323","0","0","0"
"40330","0","0","0"
"40337","0","0","0"
"40344","0","0","0"
"40351","0","0","0"
"40358","0","0","0"
"40365","0","0","0"
"40372","0","0","0"
"40379","0","0","0"
"40386","0","0","0"
"40393","0","0","0"
"40400","0","0","0"
"40407","0","0","0"
"40414","0","0","0"
"40421","0","0","0"
"40428","0","0","0"
"40435","0","0","0"
"40442","0","0","0"
"40449","0","0","0"
"40456","0","0","0"
"40463","0","0","0"
"40470","0","0","0"
"40477","0","0","0"
"40484","0","0","0"
"40491","0","0","0"
"40498","0","0","0"
"40505","0","0","0"
"40512","0","0","0"
"40519","0","0","0"
"40526","0","0","0"
"40533","0","0","0"
"40540","0","0","0"
"40547","0","0","0"
"40554","0","0","0"
"40561","0","0","0"
"40568","0","0","0"
"40575","0","0","0"
"40582","0","0","0"
"40589","0","0","0"
"40596","0","0","0"
"40603","1","1","1"
"40610","0","0","0"
"40617","0","0","0"
"40624","0","0","0"
"40631","0","0","0"
"40638","0","0","0"
"40645","0","0","0"
"40652","0","0","0"
"40659","0","0","0"
"40666","0","0","0"
"40673","0","0","0"
"40684","0","0","0"
"40691","0","0","0"
"40698","0","0","0"
"40705","0","0","0"
"40712","0","0","0"
"40719","0","0","0"
"40726","0","0","0"
"40733","0","0","0"
"40740","0","0","0"
"40747","0","0","0"
"40754","0","0","0"
"40761","1","1","1"
"40768","0","0","0"
"40775","0","0","0"
"40782","0","0","0"
"40789","0","0","0"
"40796","0","0","0"
"40803","0","0","0"
"40810","0","0","0"
"40817","0","0","0"
"40824","1","1","1"
"40831","0","0","0"
"40838","0","0","0"
"40845","0","0","0"
"40852","0","0","0"
"40859","0","0","0"
"40866","0","0","0"
"40873","0","0","0"
"40880","0","0","0"
"40887","0","0","0"
"40894","0","0","0"
"40901","0","0","0"
"40908","0","0","0"
"40915","0","0","0"
"40922","0","0","0"
"40929","0","0","0"
"40944","0","0","0"
"40951","0","0","0"
"40958","0","0","0"
"40965","0","0","0"
"40972","0","0","0"
"40979","0","0","0"
"40986","0","0","0"
"40993","0","0","0"
"41000","0","0","0"
"41007","0","0","0"
"41014","0","0","0"
"41021","0","0","0"
"41028","0","0","0"
"41035","0","0","0"
"41042","0","0","0"
"41049","0","0","0"
"41056","1","1","1"
"41063","0","0","0"
"41070","0","0","0"
"41077","0","0","0"
"41084","0","0","0"
"41091","0","0","0"
"41098","0","0","0"
"41105","0","0","0"
"41112","0","0","0"
"41119","0","0","0"
"41126","0","0","0"
"41133","0","0","0"
"41140","0","0","0"
"41147","0","0","0"
"41154","0","0","0"
"41161","0","0","0"
"41168","0","0","0"
"41175","0","0","0"
"41182","0","0","0"
"41189","0","0","0"
"41196","0","0","0"
"41203","0","0","0"
"41210","0","0","0"
"41217","0","0","0"
"41224","0","0","0"
"41231","0","0","0"
"41238","0","0","0"
"41245","0","0","0"
"41252","0","0","0"
"41259","0","0","0"
"41266","0","0","0"
"41273","0","0","0"
"41280","0","0","0"
"41287","0","0","0"
"41294","0","0","0"
"41301","0","0","0"
"41308","0","0","0"
"41315","0","0","0"
"41322","0","0","0"
"41329","0","0","0"
"41336","0","0","0"
"41343","0","0","0"
"41350","0","0","0"
"41357","0","0","0"
"41364","0","0","0"
"41371","0","0","0"
"41378","1","1","1"
"41385","0","0","0"
"41392","1","1","1"
"41399","0","0","0"
"41406","0","0","0"
"41413","0","0","0"
"41420","0","0","0"
"41427","0","0","0"
"41434","0","0","0"
"41441","0","0","0"
"41448","0","0","0"
"41455","0","0","0"
"41462","0","0","0"
"41469","0","0","0"
"41476","0","0","0"
"41483","0","0","0"
"41490","0","0","0"
"41497","0","0","0"
"41504","0","0","0"
"41511","1","1","1"
"41518","0","0","0"
"41525","0","0","0"
"41532","0","0","0"
"41539","0","0","0"
"41546","1","1","1"
"41553","0","0","0"
"41560","0","0","0"
"41567","0","0","0"
"41574","0","0","0"
"41581","0","0","0"
"41588","0","0","0"
"41595","0","0","0"
"41602","0","0","0"
"41609","0","0","0"
"41616","0","0","0"
"41623","0","0","0"
"41630","0","0","0"
"41637","0","0","0"
"41644","0","0","0"
"41651","0","0","0"
"41658","0","0","0"
"41665","0","0","0"
"41672","0","0","0"
"41679","0","0","0"
"41686","0","0","0"
"41693","0","0","0"
"41700","0","0","0"
"41707","0","0","0"
"41714","0","0","0"
"41721","0","0","0"
"41728","0","0","0"
"41735","0","0","0"
"41742","0","0","0"
"41749","0","0","0"
"41756","0","0","0"
"41763","0","0","0"
"41770","0","0","0"
"41777","0","0","0"
"41784","0","0","0"
"41791","0","0","0"
"41798","0","0","0"
"41805","0","0","0"
"41812","1","1","1"
"41819","0","0","0"
"41826","0","0","0"
"41833","0","0","0"
"41840","0","0","0"
"41847","0","0","0"
"41854","1","1","1"
"41861","0","0","0"
"41868","0","0","0"
"41875","0","0","0"
"41882","0","0","0"
"41889","0","0","0"
"41896","0","0","0"
"41903","0","0","0"
"41910","0","0","0"
"41917","0","0","0"
"41924","0","0","0"
"41931","1","1","1"
"41938","0","0","0"
"41945","0","0","0"
"41952","0","0","0"
"41959","0","0","0"
"41966","0","0","0"
"41973","0","0","0"
"41980","0","0","0"
"41987","0","0","0"
"41994","0","0","0"
"42001","1","1","1"
"42008","0","0","0"
"42015","0","0","0"
"42022","0","0","0"
"42029","0","0","0"
"42036","0","0","0"
"42043","0","0","0"
"42058","0","0","0"
"42065","0","0","0"
"42072","0","0","0"
"42079","0","0","0"
"42086","0","0","0"
"42093","0","0","0"
"42100","0","0","0"
"42107","0","0","0"
"42114","0","0","0"
"42121","0","0","0"
"42128","0","0","0"
"42135","0","0","0"
"42142","0","0","0"
"42149","0","0","0"
"42156","0","0","0"
"42163","0","0","0"
"42170","0","0","0"
"42177","0","0","0"
"42184","0","0","0"
"42191","0","0","0"
"42198","0","0","0"
"42205","0","0","0"
"42212","0","0","0"
"42219","0","0","0"
"42226","0","0","0"
"42233","0","0","0"
"42240","0","0","0"
"42247","0","0","0"
"42254","0","0","0"
"42261","0","0","0"
"42268","0","0","0"
"42275","0","0","0"
"42282","0","0","0"
"42289","0","0","0"
"42296","1","1","1"
"42303","0","0","0"
"42310","0","0","0"
"42317","0","0","0"
"42324","0","0","0"
"42331","0","0","0"
"42338","0","0","0"
"42345","0","0","0"
"42352","0","0","0"
"42359","0","0","0"
"42366","0","0","0"
"42373","0","0","0"
"42380","0","0","0"
"42387","0","0","0"
"42394","0","0","0"
"42401","0","0","0"
"42408","0","0","0"
"42415","0","0","0"
"42422","1","1","1"
"42429","0","0","0"
"42436","0","0","0"
"42443","0","0","0"
"42450","1","1","1"
"42457","0","0","0"
"42464","0","0","0"
"42471","0","0","0"
"42478","0","0","0"
"42485","0","0","0"
"42492","0","0","0"
"42499","0","0","0"
"42506","0","0","0"
"42513","0","0","0"
"42520","0","0","0"
"42527","0","0","0"
"42534","1","1","1"
"42541","0","0","0"
"42548","0","0","0"
"42555","0","0","0"
"42562","0","0","0"
"42569","0","0","0"
"42576","0","0","0"
"42583","0","0","0"
"42590","0","0","0"
"42597","0","0","0"
"42604","0","0","0"
"42611","0","0","0"
"42618","0","0","0"
"42625","0","0","0"
"42632","0","0","0"
"42639","0","0","0"
"42646","0","0","0"
"42653","0","0","0"
"42660","0","0","0"
"42667","0","0","0"
"42674","0","0","0"
"42681","0","0","0"
"42688","0","0","0"
"42695","0","0","0"
"42702","0","0","0"
"42709","0","0","0"
"42716","0","0","0"
"42723","0","0","0"
"42730","0","0","0"
"42737","0","0","0"
"42744","0","0","0"
"42751","0","0","0"
"42758","0","0","0"
"42765","0","0","0"
"42772","0","0","0"
"42779","0","0","0"
"42786","0","0","0"
"42793","0","0","0"
"42800","0","0","0"
"42807","0","0","0"
"42814","0","0","0"
"42821","0","0","0"
"42828","1","1","1"
"42835","0","0","0"
"42842","0","0","0"
"42849","0","0","0"
"42856","0","0","0"
"42863","0","0","0"
"42870","0","0","0"
"42877","0","0","0"
"42884","0","0","0"
"42891","0","0","0"
"42898","0","0","0"
"42905","0","0","0"
"42912","0","0","0"
"42919","0","0","0"
"42926","0","0","0"
"42933","0","0","0"
"42940","0","0","0"
"42947","0","0","0"
"42954","0","0","0"
"42969","0","0","0"
"42976","1","1","1"
"42983","0","0","0"
"42990","0","0","0"
"42997","0","0","0"
"43004","0","0","0"
"43011","0","0","0"
"43018","0","0","0"
"43025","0","0","0"
"43032","0","0","0"
"43039","0","0","0"
"43046","0","0","0"
"43053","0","0","0"
"43060","0","0","0"
"43067","0","0","0"
"43074","0","0","0"
"43081","0","0","0"
"43088","0","0","0"
"43095","0","0","0"
"43102","0","0","0"
"43109","0","0","0"
"43116","0","0","0"
"43123","0","0","0"
"43130","0","0","0"
"43137","0","0","0"
"43144","0","0","0"
"43151","0","0","0"
"43158","1","1","1"
"43169","0","0","0"
"43176","0","0","0"
"43183","0","0","0"
"43190","0","0","0"
"43197","0","0","0"
"43204","0","0","0"
"43211","0","0","0"
"43218","0","0","0"
"43225","0","0","0"
"43232","0","0","0"
"43239","0","0","0"
"43246","0","0","0"
"43253","0","0","0"
"43260","0","0","0"
"43267","0","0","0"
"43274","0","0","0"
"43281","1","1","1"
"43288","0","0","0"
"43295","0","0","0"
"43302","0","0","0"
"43309","0","0","0"
"43316","0","0","0"
"43323","0","0","0"
"43330","0","0","0"
"43337","0","0","0"
"43344","0","0","0"
"43351","0","0","0"
"43358","0","0","0"
"43365","0","0","0"
"43372","0","0","0"
"43379","0","0","0"
"43386","1","1","1"
"43393","0","0","0"
"43400","1","1","1"
"43407","0","0","0"
"43414","0","0","0"
"43421","0","0","0"
"43428","0","0","0"
"43435","0","0","0"
"43442","0","0","0"
"43449","0","0","0"
"43456","1","1","1"
"43463","0","0","0"
"43470","0","0","0"
"43477","0","0","0"
"43484","0","0","0"
"43491","0","0","0"
"43498","0","0","0"
"43505","0","0","0"
"43512","0","0","0"
"43519","0","0","0"
"43526","0","0","0"
"43533","0","0","0"
"43540","0","0","0"
"43547","0","0","0"
"43554","0","0","0"
"43561","0","0","0"
"43568","0","0","0"
"43575","2","2","2"
"43582","0","0","0"
"43589","0","0","0"
"43596","0","0","0"
"43603","0","0","0"
"43610","0","0","0"
"43617","0","0","0"
"43624","0","0","0"
"43631","0","0","0"
"43638","0","0","0"
"43645","0","0","0"
"43652","0","0","0"
"43659","1","1","1"
"43666","0","0","0"
"43673","0","0","0"
"43680","0","0","0"
"43687","0","0","0"
"43694","0","0","0"
"43701","0","0","0"
"43708","0","0","0"
"43715","0","0","0"
"43722","0","0","0"
"43729","0","0","0"
"43736","0","0","0"
"43743","0","0","0"
"43750","0","0","0"
"43757","0","0","0"
"43764","0","0","0"
"43771","0","0","0"
"43778","0","0","0"
"43785","0","0","0"
"43792","0","0","0"
"43799","0","0","0"
"43806","0","0","0"
"43813","0","0","0"
"43820","0","0","0"
"43827","0","0","0"
"43834","0","0","0"
"43841","0","0","0"
"43848","0","0","0"
"43855","0","0","0"
"43862","0","0","0"
"43869","0","0","0"
"43876","0","0","0"
"43883","0","0","0"
"43890","0","0","0"
"43897","0","0","0"
"43904","0","0","0"
"43911","0","0","0"
"43918","0","0","0"
"43925","0","0","0"
"43932","0","0","0"
"43939","0","0","0"
"43946","0","0","0"
"43953","0","0","0"
"43960","0","0","0"
"43967","0","0","0"
"43974","0","0","0"
"43981","0","0","0"
"43988","0","0","0"
"43995","0","0","0"
"44002","0","0","0"
"44009","0","0","0"
"44016","0","0","0"
"44023","0","0","0"
"44030","0","0","0"
"44037","0","0","0"
"44044","0","0","0"
"44051","0","0","0"
"44058","0","0","0"
"44065","0","0","0"
"44072","1","1","1"
"44079","0","0","0"
"44086","0","0","0"
"44093","0","0","0"
"44100","1","1","1"
"44107","0","0","0"
"44114","0","0","0"
"44121","0","0","0"
"44128","0","0","0"
"44135","1","1","1"
"44142","0","0","0"
"44149","0","0","0"
"44156","0","0","0"
"44163","0","0","0"
"44170","0","0","0"
"44177","0","0","0"
"44184","1","1","1"
"44191","0","0","0"
"44198","0","0","0"
"44205","0","0","0"
"44212","0","0","0"
"44219","0","0","0"
"44226","0","0","0"
"44233","0","0","0"
"44240","0","0","0"
"44247","0","0","0"
"44254","0","0","0"
"44261","0","0","0"
"44276","0","0","0"
"44283","0","0","0"
"44290","0","0","0"
"44297","0","0","0"
"44304","0","0","0"
"44311","0","0","0"
"44318","0","0","0"
"44325","0","0","0"
"44332","0","0","0"
"44339","0","0","0"
"44346","0","0","0"
"44353","0","0","0"
"44360","0","0","0"
"44367","0","0","0"
"44374","0","0","0"
"44381","1","1","1"
"44388","0","0","0"
"44395","1","1","1"
"44402","0","0","0"
"44409","0","0","0"
"44416","0","0","0"
"44423","1","1","1"
"44430","0","0","0"
"44437","0","0","0"
"44444","1","1","1"
"44451","0","0","0"
"44458","0","0","0"
"44465","0","0","0"
"44472","0","0","0"
"44479","0","0","0"
"44486","0","0","0"
"44493","0","0","0"
"44500","0","0","0"
"44507","0","0","0"
"44514","0","0","0"
"44521","1","1","1"
"44528","0","0","0"
"44535","0","0","0"
"44542","0","0","0"
"44549","0","0","0"
"44556","0","0","0"
"44563","0","0","0"
"44570","0","0","0"
"44577","0","0","0"
"44584","0","0","0"
"44591","0","0","0"
"44598","0","0","0"
"44605","1","1","1"
"44612","0","0","0"
"44619","0","0","0"
"44626","1","1","1"
"44633","0","0","0"
"44640","0","0","0"
"44647","0","0","0"
"44654","0","0","0"
"44661","0","0","0"
"44668","0","0","0"
"44675","0","0","0"
"44682","0","0","0"
"44689","1","1","1"
"44696","0","0","0"
"44703","0","0","0"
"44710","0","0","0"
"44717","0","0","0"
"44724","0","0","0"
"44731","0","0","0"
"44738","0","0","0"
"44745","0","0","0"
"44752","0","0","0"
"44759","0","0","0"
"44766","0","0","0"
"44773","1","1","1"
"44780","0","0","0"
"44787","0","0","0"
"44794","0","0","0"
"44801","0","0","0"
"44808","0","0","0"
"44815","0","0","0"
"44822","0","0","0"
"44829","0","0","0"
"44836","0","0","0"
"44843","0","0","0"
"44850","0","0","0"
"44857","0","0","0"
"44864","0","0","0"
"44871","0","0","0"
"44878","0","0","0"
"44885","0","0","0"
"44892","0","0","0"
"44899","0","0","0"
"44906","0","0","0"
"44913","0","0","0"
"44920","0","0","0"
"44927","0","0","0"
"44934","0","0","0"
"44941","0","0","0"
"44948","0","0","0"
"44955","0","0","0"
"44962","0","0","0"
"44969","0","0","0"
"44976","0","0","0"
"44983","0","0","0"
"44990","0","0","0"
"44997","0","0","0"
"45004","0","0","0"
"45011","0","0","0"
"45018","0","0","0"
"45025","0","0","0"
"45032","0","0","0"
"45039","0","0","0"
"45046","0","0","0"
"45053","0","0","0"
"45060","0","0","0"
"45067","0","0","0"
"45074","0","0","0"
"45081","0","0","0"
"45088","0","0","0"
"45095","0","0","0"
"45102","0","0","0"
"45109","0","0","0"
"45116","0","0","0"
"45123","0","0","0"
"45130","0","0","0"
"45137","0","0","0"
"45144","0","0","0"
"45151","0","0","0"
"45158","0","0","0"
"45165","0","0","0"
"45172","0","0","0"
"45179","0","0","0"
"45186","0","0","0"
"45193","0","0","0"
"45200","0","0","0"
"45207","1","1","1"
"45214","0","0","0"
"45229","0","0","0"
"45236","0","0","0"
"45243","0","0","0"
"45250","0","0","0"
"45257","1","1","1"
"45264","0","0","0"
"45271","0","0","0"
"45278","0","0","0"
"45285","0","0","0"
"45292","0","0","0"
"45299","1","1","1"
"45306","0","0","0"
"45313","0","0","0"
"45320","0","0","0"
"45327","0","0","0"
"45334","0","0","0"
"45341","0","0","0"
"45348","0","0","0"
"45355","0","0","0"
"45362","0","0","0"
"45369","0","0","0"
"45376","0","0","0"
"45383","0","0","0"
"45394","0","0","0"
"45401","0","0","0"
"45408","0","0","0"
"45415","0","0","0"
"45422","0","0","0"
"45429","0","0","0"
"45436","0","0","0"
"45443","0","0","0"
"45450","0","0","0"
"45457","0","0","0"
"45464","0","0","0"
"45471","0","0","0"
"45478","0","0","0"
"45485","0","0","0"
"45492","0","0","0"
"45499","1","1","1"
"45506","0","0","0"
"45513","0","0","0"
"45520","0","0","0"
"45527","1","1","1"
"45534","0","0","0"
"45541","0","0","0"
"45548","0","0","0"
"45555","0","0","0"
"45562","0","0","0"
"45569","0","0","0"
"45576","0","0","0"
"45583","0","0","0"
"45590","0","0","0"
"45597","0","0","0"
"45604","0","0","0"
"45611","0","0","0"
"45618","0","0","0"
"45625","0","0","0"
"45632","0","0","0"
"45639","0","0","0"
"45646","0","0","0"
"45653","0","0","0"
"45660","0","0","0"
"45667","1","1","1"
"45674","1","1","1"
"45681","0","0","0"
"45688","0","0","0"
"45695","0","0","0"
"45702","0","0","0"
"45709","0","0","0"
"45716","0","0","0"
"45723","0","0","0"
"45730","0","0","0"
"45737","0","0","0"
"45744","0","0","0"
"45751","0","0","0"
"45758","0","0","0"
"45765","0","0","0"
"45772","0","0","0"
"45779","1","1","1"
"45786","0","0","0"
"45793","1","1","1"
"45800","0","0","0"
"45807","0","0","0"
"45814","0","0","0"
"45821","1","1","1"
"45828","0","0","0"
"45835","0","0","0"
"45842","0","0","0"
"45849","0","0","0"
"45856","0","0","0"
"45863","0","0","0"
"45870","0","0","0"
"45877","0","0","0"
"45884","0","0","0"
"45891","0","0","0"
"45898","0","0","0"
"45905","0","0","0"
"45912","0","0","0"
"45919","0","0","0"
"45926","0","0","0"
"45933","0","0","0"
"45940","1","1","1"
"45947","0","0","0"
"45954","0","0","0"
"45961","0","0","0"
"45968","0","0","0"
"45975","1","1","1"
"45982","0","0","0"
"45989","0","0","0"
"45996","0","0","0"
"46003","0","0","0"
"46010","2","2","2"
"46017","1","1","1"
"46024","0","0","0"
"46031","0","0","0"
"46038","0","0","0"
"46045","0","0","0"
"46052","0","0","0"
"46059","0","0","0"
"46066","0","0","0"
"46073","1","1","1"
"46080","0","0","0"
"46087","0","0","0"
"46094","0","0","0"
"46101","1","1","1"
"46108","0","0","0"
"46115","0","0","0"
"46122","0","0","0"
"46129","0","0","0"
"46136","0","0","0"
"46143","0","0","0"
"46150","0","0","0"
"46157","0","0","0"
"46164","0","0","0"
"46171","0","0","0"
"46178","0","0","0"
"46185","0","0","0"
"46192","0","0","0"
"46199","0","0","0"
"46206","0","0","0"
"46213","1","1","1"
"46220","0","0","0"
"46227","0","0","0"
"46234","0","0","0"
"46241","0","0","0"
"46248","0","0","0"
"46255","0","0","0"
"46262","0","0","0"
"46269","0","0","0"
"46276","0","0","0"
"46283","0","0","0"
"46290","0","0","0"
"46297","0","0","0"
"46304","0","0","0"
"46311","0","0","0"
"46318","1","1","1"
"46325","0","0","0"
"46332","0","0","0"
"46339","0","0","0"
"46346","0","0","0"
"46353","0","0","0"
"46360","0","0","0"
"46367","0","0","0"
"46374","0","0","0"
"46381","0","0","0"
"46388","0","0","0"
"46395","0","0","0"
"46402","0","0","0"
"46409","0","0","0"
"46416","0","0","0"
"46423","0","0","0"
"46430","0","0","0"
"46437","0","0","0"
"46444","0","0","0"
"46451","0","0","0"
"46458","0","0","0"
"46465","0","0","0"
"46472","0","0","0"
"46479","0","0","0"
"46486","0","0","0"
"46501","0","0","0"
"46508","0","0","0"
"46515","0","0","0"
"46522","0","0","0"
"46529","0","0","0"
"46536","0","0","0"
"46543","0","0","0"
"46550","0","0","0"
"46557","0","0","0"
"46564","0","0","0"
"46571","0","0","0"
"46578","0","0","0"
